0.101	-0.07154	-1.41250	-13.73818	0.03614	0.71039	6.72667	0.01938	0.38345	3.77234	0.00962	0.19096	1.92377	0.00496	0.09892	1.01568	
0.102	-0.07296	-1.42623	-13.72588	0.03685	0.71711	6.71140	0.01977	0.38723	3.77112	0.00981	0.19289	1.92541	0.00506	0.09993	1.01749	
0.103	-0.07439	-1.43995	-13.71322	0.03757	0.72381	6.69568	0.02016	0.39100	3.76987	0.01000	0.19482	1.92710	0.00516	0.10095	1.01935	
0.104	-0.07584	-1.45366	-13.70020	0.03830	0.73050	6.67952	0.02055	0.39477	3.76858	0.01020	0.19674	1.92883	0.00527	0.10197	1.02126	
0.105	-0.07730	-1.46735	-13.68681	0.03903	0.73717	6.66290	0.02095	0.39853	3.76725	0.01039	0.19867	1.93062	0.00537	0.10299	1.02323	
0.106	-0.07878	-1.48103	-13.67305	0.03977	0.74383	6.64581	0.02135	0.40230	3.76588	0.01059	0.20060	1.93245	0.00547	0.10402	1.02526	
0.107	-0.08026	-1.49470	-13.65890	0.04052	0.75046	6.62825	0.02175	0.40606	3.76447	0.01080	0.20254	1.93434	0.00558	0.10505	1.02734	
0.108	-0.08177	-1.50835	-13.64436	0.04127	0.75708	6.61021	0.02216	0.40983	3.76303	0.01100	0.20447	1.93628	0.00568	0.10607	1.02948	
0.109	-0.08328	-1.52199	-13.62943	0.04203	0.76368	6.59168	0.02257	0.41359	3.76154	0.01120	0.20641	1.93826	0.00579	0.10710	1.03167	
0.110	-0.08481	-1.53561	-13.61409	0.04280	0.77027	6.57265	0.02299	0.41735	3.76001	0.01141	0.20835	1.94031	0.00590	0.10814	1.03393	
0.111	-0.08635	-1.54922	-13.59835	0.04357	0.77683	6.55312	0.02341	0.42111	3.75844	0.01162	0.21029	1.94240	0.00600	0.10917	1.03625	
0.112	-0.08791	-1.56281	-13.58219	0.04435	0.78337	6.53307	0.02383	0.42487	3.75682	0.01183	0.21223	1.94455	0.00611	0.11021	1.03862	
0.113	-0.08948	-1.57638	-13.56560	0.04514	0.78990	6.51250	0.02426	0.42862	3.75517	0.01205	0.21418	1.94676	0.00623	0.11125	1.04106	
0.114	-0.09106	-1.58994	-13.54859	0.04593	0.79640	6.49141	0.02469	0.43238	3.75346	0.01226	0.21613	1.94902	0.00634	0.11229	1.04356	
0.115	-0.09266	-1.60348	-13.53115	0.04673	0.80288	6.46977	0.02512	0.43613	3.75171	0.01248	0.21808	1.95134	0.00645	0.11334	1.04613	
0.116	-0.09427	-1.61700	-13.51326	0.04754	0.80934	6.44760	0.02556	0.43988	3.74992	0.01270	0.22003	1.95372	0.00656	0.11438	1.04876	
0.117	-0.09589	-1.63050	-13.49493	0.04835	0.81577	6.42486	0.02600	0.44363	3.74808	0.01292	0.22199	1.95616	0.00668	0.11543	1.05146	
0.118	-0.09753	-1.64399	-13.47614	0.04917	0.82219	6.40157	0.02645	0.44738	3.74619	0.01314	0.22394	1.95865	0.00679	0.11649	1.05422	
0.119	-0.09918	-1.65746	-13.45689	0.05000	0.82858	6.37771	0.02690	0.45112	3.74425	0.01337	0.22590	1.96121	0.00691	0.11754	1.05706	
0.120	-0.10084	-1.67090	-13.43718	0.05083	0.83494	6.35328	0.02735	0.45487	3.74226	0.01359	0.22787	1.96383	0.00703	0.11860	1.05996	
0.121	-0.10252	-1.68433	-13.41699	0.05167	0.84128	6.32826	0.02781	0.45861	3.74023	0.01382	0.22983	1.96651	0.00715	0.11966	1.06293	
0.122	-0.10421	-1.69774	-13.39632	0.05251	0.84760	6.30264	0.02827	0.46235	3.73814	0.01405	0.23180	1.96925	0.00727	0.12073	1.06597	
0.123	-0.10592	-1.71112	-13.37516	0.05336	0.85389	6.27643	0.02873	0.46608	3.73599	0.01429	0.23377	1.97206	0.00739	0.12179	1.06909	
0.124	-0.10763	-1.72449	-13.35351	0.05422	0.86015	6.24961	0.02920	0.46982	3.73380	0.01452	0.23574	1.97493	0.00751	0.12287	1.07227	
0.125	-0.10937	-1.73783	-13.33137	0.05508	0.86639	6.22218	0.02967	0.47355	3.73155	0.01476	0.23772	1.97786	0.00764	0.12394	1.07553	
0.126	-0.11111	-1.75115	-13.30871	0.05595	0.87259	6.19412	0.03015	0.47728	3.72925	0.01500	0.23970	1.98087	0.00776	0.12502	1.07887	
0.127	-0.11287	-1.76445	-13.28554	0.05683	0.87877	6.16543	0.03063	0.48101	3.72689	0.01524	0.24168	1.98393	0.00789	0.12610	1.08228	
0.128	-0.11464	-1.77772	-13.26186	0.05771	0.88493	6.13610	0.03111	0.48474	3.72448	0.01548	0.24367	1.98707	0.00801	0.12718	1.08577	
0.129	-0.11642	-1.79097	-13.23765	0.05860	0.89105	6.10613	0.03159	0.48846	3.72201	0.01572	0.24566	1.99027	0.00814	0.12827	1.08933	
0.130	-0.11822	-1.80420	-13.21290	0.05949	0.89714	6.07551	0.03209	0.49218	3.71948	0.01597	0.24765	1.99355	0.00827	0.12936	1.09297	
0.131	-0.12003	-1.81740	-13.18763	0.06039	0.90320	6.04422	0.03258	0.49590	3.71689	0.01622	0.24964	1.99689	0.00840	0.13045	1.09670	
0.132	-0.12186	-1.83057	-13.16180	0.06130	0.90923	6.01227	0.03308	0.49961	3.71424	0.01647	0.25164	2.00030	0.00853	0.13155	1.10050	
0.133	-0.12369	-1.84372	-13.13543	0.06221	0.91522	5.97964	0.03358	0.50333	3.71153	0.01672	0.25364	2.00379	0.00866	0.13266	1.10439	
0.134	-0.12554	-1.85684	-13.10850	0.06313	0.92118	5.94633	0.03408	0.50704	3.70875	0.01698	0.25565	2.00734	0.00880	0.13376	1.10835	
0.135	-0.12741	-1.86994	-13.08101	0.06405	0.92711	5.91233	0.03459	0.51074	3.70592	0.01723	0.25766	2.01097	0.00893	0.13487	1.11240	
0.136	-0.12928	-1.88300	-13.05295	0.06498	0.93301	5.87763	0.03511	0.51445	3.70302	0.01749	0.25967	2.01467	0.00906	0.13599	1.11654	
0.137	-0.13117	-1.89604	-13.02431	0.06592	0.93887	5.84223	0.03562	0.51815	3.70006	0.01775	0.26169	2.01845	0.00920	0.13711	1.12076	
0.138	-0.13307	-1.90905	-12.99510	0.06686	0.94469	5.80612	0.03614	0.52185	3.69703	0.01802	0.26371	2.02230	0.00934	0.13823	1.12506	
0.139	-0.13499	-1.92203	-12.96530	0.06781	0.95048	5.76929	0.03667	0.52554	3.69393	0.01828	0.26573	2.02622	0.00948	0.13936	1.12945	
0.140	-0.13692	-1.93498	-12.93490	0.06876	0.95623	5.73174	0.03719	0.52924	3.69077	0.01855	0.26776	2.03022	0.00962	0.14049	1.13393	
0.141	-0.13886	-1.94790	-12.90391	0.06972	0.96194	5.69345	0.03772	0.53293	3.68754	0.01882	0.26979	2.03430	0.00976	0.14162	1.13850	
0.142	-0.14081	-1.96079	-12.87232	0.07068	0.96762	5.65443	0.03826	0.53661	3.68424	0.01909	0.27183	2.03846	0.00990	0.14276	1.14316	
0.143	-0.14278	-1.97365	-12.84012	0.07166	0.97325	5.61467	0.03880	0.54029	3.68086	0.01936	0.27387	2.04269	0.01004	0.14391	1.14790	
0.144	-0.14476	-1.98647	-12.80730	0.07263	0.97885	5.57415	0.03934	0.54397	3.67742	0.01963	0.27591	2.04700	0.01019	0.14506	1.15274	
0.145	-0.14675	-1.99926	-12.77386	0.07361	0.98440	5.53288	0.03988	0.54765	3.67390	0.01991	0.27796	2.05139	0.01033	0.14622	1.15767	
0.146	-0.14876	-2.01202	-12.73980	0.07460	0.98991	5.49084	0.04043	0.55132	3.67031	0.02019	0.28002	2.05585	0.01048	0.14738	1.16269	
0.147	-0.15078	-2.02474	-12.70510	0.07559	0.99538	5.44804	0.04099	0.55499	3.66665	0.02047	0.28207	2.06040	0.01063	0.14854	1.16781	
0.148	-0.15281	-2.03743	-12.66977	0.07659	1.00081	5.40446	0.04154	0.55865	3.66291	0.02075	0.28414	2.06503	0.01078	0.14971	1.17302	
0.149	-0.15485	-2.05008	-12.63380	0.07759	1.00619	5.36010	0.04210	0.56232	3.65909	0.02104	0.28620	2.06974	0.01093	0.15089	1.17833	
0.150	-0.15691	-2.06269	-12.59718	0.07860	1.01153	5.31495	0.04267	0.56597	3.65520	0.02133	0.28828	2.07453	0.01108	0.15207	1.18373	
0.151	-0.15898	-2.07527	-12.55991	0.07962	1.01682	5.26901	0.04324	0.56963	3.65122	0.02162	0.29035	2.07941	0.01123	0.15325	1.18923	
0.152	-0.16106	-2.08781	-12.52199	0.08064	1.02207	5.22228	0.04381	0.57327	3.64717	0.02191	0.29244	2.08436	0.01139	0.15445	1.19482	
0.153	-0.16315	-2.10032	-12.48340	0.08166	1.02726	5.17474	0.04438	0.57692	3.64303	0.02220	0.29452	2.08940	0.01154	0.15564	1.20052	
0.154	-0.16526	-2.11278	-12.44415	0.08269	1.03242	5.12639	0.04496	0.58056	3.63882	0.02250	0.29661	2.09452	0.01170	0.15685	1.20631	
0.155	-0.16738	-2.12520	-12.40422	0.08373	1.03752	5.07723	0.04554	0.58420	3.63452	0.02279	0.29871	2.09972	0.01186	0.15806	1.21220	
0.156	-0.16951	-2.13759	-12.36363	0.08477	1.04257	5.02726	0.04613	0.58783	3.63013	0.02309	0.30081	2.10501	0.01201	0.15927	1.21820	
0.157	-0.17166	-2.14993	-12.32235	0.08581	1.04757	4.97646	0.04672	0.59146	3.62566	0.02340	0.30292	2.11039	0.01217	0.16049	1.22429	
0.158	-0.17381	-2.16223	-12.28039	0.08686	1.05252	4.92484	0.04731	0.59508	3.62111	0.02370	0.30503	2.11584	0.01234	0.16172	1.23049	
0.159	-0.17598	-2.17449	-12.23774	0.08792	1.05742	4.87238	0.04791	0.59870	3.61647	0.02401	0.30715	2.12138	0.01250	0.16295	1.23679	
0.160	-0.17816	-2.18671	-12.19440	0.08898	1.06227	4.81909	0.04851	0.60231	3.61173	0.02431	0.30928	2.12701	0.01266	0.16419	1.24319	
